Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2025T3;1,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2025T2;2,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2025T1;4,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2024T4;0,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2024T3;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2024T2;2,1
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2024T1;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2023T4;-2,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2023T3;6,7
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2023T2;0,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2023T1;0,7
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2022T4;3,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2022T3;0,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2022T2;0,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2022T1;3,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2021T4;1,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2021T3;5,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2021T2;1,5
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2021T1;-1,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2020T4;1,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2020T3;4,0
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2020T2;2,1
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2020T1;1,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2019T4;-2,1
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2019T3;5,0
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2019T2;2,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2019T1;1,0
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2018T4;0,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2018T3;3,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2018T2;2,0
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2018T1;0,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2017T4;0,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2017T3;1,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2017T2;1,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2017T1;2,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2016T4;-0,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2016T3;-1,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2016T2;4,1
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2016T1;2,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2015T4;1,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2015T3;-0,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2015T2;3,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2015T1;1,7
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2014T4;0,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2014T3;0,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2014T2;1,0
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2014T1;0,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2013T4;-0,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2013T3;1,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2013T2;-2,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2013T1;-4,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2012T4;-2,4
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2012T3;-1,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2012T2;-3,7
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2012T1;-3,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2011T4;-2,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2011T3;-1,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2011T2;-0,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2011T1;-0,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2010T4;-0,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2010T3;-2,7
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2010T2;1,9
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2010T1;-0,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2009T4;-0,7
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2009T3;-0,5
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2009T2;-0,6
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2009T1;0,1
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2008T4;-1,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2008T3;2,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2008T2;0,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2008T1;0,2
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2007T4;3,5
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2007T3;3,3
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2007T2;2,8
Nacional;01 Andalucía;Vivienda nueva;Variación trimestral;2007T1;4,3
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2025T3;9,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2025T2;15,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2025T1;15,3
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2024T4;17,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2024T3;13,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2024T2;13,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2024T1;11,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2023T4;5,3
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2023T3;11,9
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2023T2;5,9
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2023T1;5,9
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2022T4;8,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2022T3;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2022T2;11,2
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2022T1;12,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2021T4;7,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2021T3;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2021T2;5,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2021T1;6,2
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2020T4;9,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2020T3;5,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2020T2;6,9
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2020T1;7,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2019T4;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2019T3;9,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2019T2;7,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2019T1;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2018T4;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2018T3;6,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2018T2;4,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2018T1;4,3
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2017T4;5,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2017T3;4,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2017T2;2,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2017T1;4,1
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2016T4;4,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2016T3;7,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2016T2;8,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2016T1;7,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2015T4;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2015T3;5,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2015T2;6,2
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2015T1;4,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2014T4;2,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2014T3;1,9
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2014T2;2,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2014T1;-0,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2013T4;-5,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2013T3;-7,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2013T2;-10,1
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2013T1;-11,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2012T4;-10,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2012T3;-10,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2012T2;-11,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2012T1;-7,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2011T4;-5,3
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2011T3;-3,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2011T2;-4,5
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2011T1;-2,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2010T4;-2,2
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2010T3;-2,3
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2010T2;-0,1
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2010T1;-2,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2009T4;-1,8
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2009T3;-2,2
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2009T2;0,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2009T1;2,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2008T4;2,1
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2008T3;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2008T2;8,0
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2008T1;10,2
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2007T4;14,7
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2007T3;13,6
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2007T2;14,4
Nacional;01 Andalucía;Vivienda nueva;Variación anual;2007T1;15,4
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2025T3;8,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2025T2;7,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2025T1;4,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2024T4;17,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2024T3;16,4
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2024T2;8,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2024T1;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2023T4;5,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2023T3;7,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2023T2;1,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2023T1;0,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2022T4;8,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2022T3;4,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2022T2;3,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2022T1;3,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2021T4;7,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2021T3;5,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2021T2;0,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2021T1;-1,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2020T4;9,4
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2020T3;8,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2020T2;3,9
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2020T1;1,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2019T4;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2019T3;8,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2019T2;3,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2019T1;1,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2018T4;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2018T3;6,4
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2018T2;2,9
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2018T1;0,9
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2017T4;5,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2017T3;5,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2017T2;4,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2017T1;2,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2016T4;4,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2016T3;5,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2016T2;7,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2016T1;2,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2015T4;6,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2015T3;4,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2015T2;4,9
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2015T1;1,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2014T4;2,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2014T3;2,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2014T2;1,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2014T1;0,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2013T4;-5,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2013T3;-5,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2013T2;-6,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2013T1;-4,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2012T4;-10,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2012T3;-8,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2012T2;-7,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2012T1;-3,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2011T4;-5,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2011T3;-3,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2011T2;-1,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2011T1;-0,9
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2010T4;-2,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2010T3;-1,6
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2010T2;1,1
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2010T1;-0,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2009T4;-1,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2009T3;-1,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2009T2;-0,5
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2009T1;0,1
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2008T4;2,1
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2008T3;3,4
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2008T2;1,0
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2008T1;0,2
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2007T4;14,7
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2007T3;10,8
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2007T2;7,3
Nacional;01 Andalucía;Vivienda nueva;Variación en lo que va de año;2007T1;4,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2025T3;3,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2025T2;4,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2025T1;3,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2024T4;2,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2024T3;3,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2024T2;4,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2024T1;2,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2023T4;-0,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2023T3;2,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2023T2;3,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2023T1;0,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2022T4;-1,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2022T3;1,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2022T2;2,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2022T1;2,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2021T4;1,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2021T3;3,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2021T2;3,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2021T1;-0,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2020T4;-0,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2020T3;0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2020T2;-0,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2020T1;0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2019T4;-0,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2019T3;1,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2019T2;1,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2019T1;0,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2018T4;1,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2018T3;1,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2018T2;2,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2018T1;0,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2017T4;0,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2017T3;1,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2017T2;1,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2017T1;0,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2016T4;0,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2016T3;0,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2016T2;0,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2016T1;0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2015T4;-1,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2015T3;1,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2015T2;4,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2015T1;-1,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2014T4;0,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2014T3;0,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2014T2;1,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2014T1;-1,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2013T4;-1,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2013T3;0,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2013T2;-0,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2013T1;-5,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2012T4;-1,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2012T3;-2,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2012T2;-3,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2012T1;-5,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2011T4;-3,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2011T3;-3,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2011T2;0,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2011T1;-5,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2010T4;0,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2010T3;-1,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2010T2;0,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2010T1;-1,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2009T4;0,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2009T3;-0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2009T2;1,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2009T1;-2,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2008T4;-4,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2008T3;-2,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2008T2;-1,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2008T1;-0,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2007T4;-0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2007T3;1,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2007T2;3,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación trimestral;2007T1;3,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2025T3;12,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2025T2;13,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2025T1;13,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2024T4;12,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2024T3;10,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2024T2;8,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2024T1;7,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2023T4;5,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2023T3;4,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2023T2;4,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2023T1;3,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2022T4;5,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2022T3;8,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2022T2;10,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2022T1;10,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2021T4;8,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2021T3;5,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2021T2;3,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2021T1;-0,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2020T4;0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2020T3;0,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2020T2;1,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2020T1;3,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2019T4;3,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2019T3;5,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2019T2;5,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2019T1;5,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2018T4;5,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2018T3;5,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2018T2;4,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2018T1;4,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2017T4;4,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2017T3;3,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2017T2;2,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2017T1;1,9
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2016T4;1,7
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2016T3;0,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2016T2;1,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2016T1;5,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2015T4;2,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2015T3;4,3
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2015T2;3,1
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2015T1;0,8
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2014T4;1,6
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2014T3;-0,4
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2014T2;0,2
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2014T1;-2,0
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2013T4;-6,5
Nacional;01 Andalucía;Vivienda segunda mano;Variación anual;2013T3;-6,3
